TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C13,C14,D1,D2,D4,D10,D15,M1,M2,M3,M4,M5,M6,id_01,id_02,id_05,id_06,id_19,id_20,DeviceType,DeviceInfo,TransactionDate,TransactionHour,TransactionDayOfWeek
3350740,0,9040039,163.0,W,16188,178.0,150.0,mastercard,224.0,debit,325.0,87.0,14.0,,,,1.0,1.0,0.0,0.0,1.0,2.0,1.0,69.0,69.0,,69.0,69.0,T,T,T,M1,F,T,,,,,,,,,2018-03-15 15:07:19,15,Thursday
3503273,0,13530963,250.0,R,4039,399.0,150.0,american express,102.0,credit,191.0,87.0,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,162132.0,0.0,0.0,312.0,280.0,desktop,MacOS,2018-05-06 14:36:03,14,Sunday
3248307,1,6286364,39.0,W,15986,360.0,150.0,mastercard,166.0,debit,204.0,87.0,897.0,,gmail.com,,1.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,0.0,0.0,5.0,T,T,T,M0,F,F,,,,,,,,,2018-02-11 18:12:44,18,Sunday
3062562,0,1649087,50.0,H,10616,583.0,150.0,visa,226.0,credit,310.0,87.0,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,-5.0,22973.0,0.0,0.0,341.0,225.0,desktop,Windows,2017-12-20 02:04:47,2,Wednesday
3395873,0,10338988,15.286,C,14543,500.0,185.0,mastercard,224.0,credit,,,,0.0,outlook.com,outlook.com,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,M0,,,-5.0,181687.0,0.0,0.0,266.0,325.0,desktop,Windows,2018-03-30 15:56:28,15,Friday
3205451,0,5098552,335.0,W,7288,321.0,150.0,visa,226.0,debit,512.0,87.0,4.0,,,,1.0,2.0,0.0,0.0,0.0,3.0,1.0,189.0,189.0,,0.0,188.0,T,T,T,M0,F,T,,,,,,,,,2018-01-29 00:15:52,0,Monday
3464026,0,12347082,49.0,W,3337,196.0,150.0,visa,226.0,debit,299.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,570.0,T,T,T,M1,T,F,,,,,,,,,2018-04-22 21:44:42,21,Sunday
3014132,1,683987,40.0,W,16883,111.0,150.0,visa,226.0,debit,476.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,24.0,24.0,18.0,24.0,24.0,,,,M0,T,F,,,,,,,,,2017-12-08 21:59:47,21,Friday
3282891,0,7318050,311.95,W,17587,534.0,150.0,visa,226.0,debit,330.0,87.0,1.0,,gmail.com,,3.0,3.0,0.0,0.0,1.0,6.0,2.0,57.0,57.0,0.0,550.0,550.0,T,T,T,,,T,,,,,,,,,2018-02-23 16:47:30,16,Friday
3506195,0,13630191,83.95,W,7919,194.0,150.0,mastercard,166.0,debit,264.0,87.0,3.0,,gmail.com,,3.0,2.0,0.0,0.0,1.0,7.0,3.0,151.0,151.0,92.0,151.0,151.0,T,T,T,,,T,,,,,,,,,2018-05-07 18:09:51,18,Monday
3240680,0,6051191,54.0,W,16075,514.0,150.0,mastercard,102.0,credit,325.0,87.0,,,gmail.com,,1.0,3.0,0.0,0.0,0.0,22.0,1.0,147.0,147.0,146.0,128.0,146.0,,,,M0,T,T,,,,,,,,,2018-02-09 00:53:11,0,Friday
3053406,0,1492966,61.623,C,10568,204.0,185.0,visa,226.0,credit,,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,M2,,,0.0,593361.0,0.0,-2.0,427.0,325.0,mobile,Moto G (5) Plus Build/NPN25.137-72,2017-12-18 06:42:46,6,Monday
3331649,1,8506664,335.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,5.0,,gmail.com,,1.0,2.0,0.0,0.0,0.0,25.0,1.0,440.0,210.0,440.0,140.0,440.0,T,T,T,M1,T,F,,,,,,,,,2018-03-09 10:57:44,10,Friday
3070389,0,1789933,100.0,R,15063,514.0,150.0,visa,226.0,credit,469.0,87.0,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,45753.0,0.0,0.0,215.0,472.0,desktop,Windows,2017-12-21 17:12:13,17,Thursday
3459891,0,12229879,67.95,W,16659,170.0,150.0,visa,226.0,credit,494.0,87.0,,,hotmail.com,,2.0,2.0,0.0,0.0,3.0,9.0,2.0,396.0,396.0,346.0,396.0,396.0,,,,,,T,,,,,,,,,2018-04-21 13:11:19,13,Saturday
3126537,0,2847956,47.95,W,7664,490.0,150.0,visa,226.0,debit,264.0,87.0,304.0,,,,3.0,5.0,0.0,0.0,2.0,46.0,3.0,285.0,285.0,,205.0,286.0,T,T,T,,,F,,,,,,,,,2018-01-02 23:05:56,23,Tuesday
3054925,0,1539783,80.454,C,7508,321.0,150.0,visa,226.0,debit,,,,,outlook.com,outlook.com,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,M2,,,,,,,,,,,2017-12-18 19:43:03,19,Monday
3506971,0,13646421,78.97,W,1047,560.0,150.0,visa,226.0,debit,253.0,87.0,7.0,,yahoo.com,,117.0,116.0,0.0,0.0,78.0,430.0,102.0,0.0,,559.0,192.0,559.0,T,T,T,,,T,,,,,,,,,2018-05-07 22:40:21,22,Monday
3504459,0,13555326,45.0,W,9500,321.0,150.0,visa,226.0,debit,126.0,87.0,3.0,,aol.com,,2.0,1.0,0.0,0.0,0.0,397.0,1.0,241.0,241.0,455.0,455.0,455.0,T,T,T,M1,T,T,,,,,,,,,2018-05-06 21:22:06,21,Sunday
3549546,0,14913595,105.0,W,15757,322.0,150.0,visa,195.0,debit,310.0,87.0,,,,,5.0,7.0,0.0,0.0,2.0,10.0,4.0,2.0,2.0,0.0,0.0,495.0,T,T,T,M0,T,T,,,,,,,,,2018-05-22 14:39:55,14,Tuesday
3287396,1,7420377,107.95,W,6530,206.0,150.0,mastercard,126.0,debit,264.0,87.0,,,,,9.0,8.0,0.0,0.0,5.0,14.0,7.0,0.0,0.0,,0.0,0.0,,,,,,F,,,,,,,,,2018-02-24 21:12:57,21,Saturday
3327420,0,8377893,39.0,W,8868,205.0,150.0,visa,166.0,debit,498.0,87.0,698.0,,gmail.com,,2.0,4.0,0.0,0.0,0.0,11.0,1.0,399.0,399.0,158.0,35.0,217.0,T,T,T,M0,F,F,,,,,,,,,2018-03-07 23:11:33,23,Wednesday
3073420,0,1818349,150.0,R,2455,321.0,150.0,visa,226.0,credit,299.0,87.0,,6.0,yahoo.com,yahoo.com,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,178077.0,6.0,-21.0,337.0,222.0,desktop,Windows,2017-12-22 01:05:49,1,Friday
3136376,0,3085306,62.0,W,1556,314.0,150.0,mastercard,224.0,debit,299.0,87.0,9.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,T,F,,,,,,,,,2018-01-05 17:01:46,17,Friday
3226497,0,5669908,50.0,H,15342,302.0,150.0,visa,226.0,debit,512.0,87.0,,18.0,hotmail.com,,1.0,1.0,0.0,0.0,0.0,2.0,1.0,79.0,79.0,,,,,,,,,,0.0,158986.0,0.0,0.0,410.0,177.0,desktop,Windows,2018-02-04 14:58:28,14,Sunday
3547773,0,14853856,56.316,C,16489,546.0,147.0,mastercard,219.0,credit,,,,420.0,gmail.com,gmail.com,2.0,5.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,,,,M2,,,-10.0,183161.0,0.0,0.0,427.0,469.0,mobile,,2018-05-21 22:04:16,22,Monday
3267734,0,6829296,49.0,W,9480,170.0,150.0,visa,226.0,debit,272.0,87.0,13.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,T,F,,,,,,,,,2018-02-18 01:01:36,1,Sunday
3542968,0,14686786,59.0,W,12598,111.0,150.0,visa,166.0,debit,126.0,87.0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,T,F,,,,,,,,,2018-05-19 23:39:46,23,Saturday
3063844,0,1692639,31.5,W,15066,170.0,150.0,mastercard,102.0,credit,126.0,87.0,1.0,,gmail.com,,8.0,1.0,0.0,0.0,0.0,29.0,7.0,0.0,,398.0,398.0,398.0,T,T,T,M0,T,T,,,,,,,,,2017-12-20 14:10:39,14,Wednesday
3551677,0,14952380,108.95,W,17491,111.0,150.0,mastercard,224.0,debit,337.0,87.0,2.0,,,,1.0,2.0,0.0,0.0,2.0,5.0,1.0,50.0,50.0,,16.0,49.0,T,T,T,,,F,,,,,,,,,2018-05-23 01:26:20,1,Wednesday
3311351,0,8020108,24.44,W,7508,321.0,150.0,visa,226.0,debit,110.0,87.0,,,gmail.com,,2.0,1.0,0.0,0.0,2.0,3.0,2.0,41.0,41.0,41.0,41.0,41.0,T,T,T,,,T,,,,,,,,,2018-03-03 19:48:28,19,Saturday
3202237,0,5004503,39.817,C,3887,202.0,185.0,mastercard,137.0,credit,,,,7.0,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M0,,,-10.0,155353.0,2.0,0.0,266.0,507.0,desktop,Windows,2018-01-27 22:08:23,22,Saturday
3065143,0,1706922,750.0,R,16661,490.0,150.0,visa,226.0,debit,181.0,87.0,,,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,-10.0,679145.0,1.0,-5.0,352.0,333.0,mobile,iOS Device,2017-12-20 18:08:42,18,Wednesday
3353025,0,9080321,259.95,W,7664,490.0,150.0,visa,226.0,debit,264.0,87.0,2.0,,gmail.com,,133.0,122.0,0.0,0.0,165.0,526.0,113.0,71.0,71.0,56.0,56.0,184.0,T,T,T,,,T,,,,,,,,,2018-03-16 02:18:41,2,Friday
3196837,0,4841698,59.254,C,18359,202.0,185.0,mastercard,224.0,credit,,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,M2,,,,,,,,,,,2018-01-26 00:54:58,0,Friday
3147805,0,3378279,159.95,W,16075,514.0,150.0,mastercard,102.0,credit,325.0,87.0,,,gmail.com,,3.0,3.0,0.0,0.0,2.0,5.0,3.0,0.0,,0.0,0.0,0.0,,,,,,T,,,,,,,,,2018-01-09 02:24:39,2,Tuesday
3324697,0,8299597,47.95,W,15651,417.0,150.0,visa,226.0,debit,330.0,87.0,18.0,,gmail.com,,5.0,3.0,0.0,0.0,3.0,10.0,5.0,114.0,114.0,113.0,138.0,189.0,T,T,T,,,F,,,,,,,,,2018-03-07 01:26:37,1,Wednesday
3391967,0,10234395,384.95,W,11919,170.0,150.0,mastercard,224.0,debit,325.0,87.0,,,gmail.com,,1.0,2.0,0.0,0.0,1.0,2.0,1.0,28.0,28.0,28.0,0.0,28.0,T,T,T,,,F,,,,,,,,,2018-03-29 10:53:15,10,Thursday
3480885,0,12880010,26.067,C,16136,204.0,185.0,visa,138.0,debit,,,,,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,M2,,,-5.0,254100.0,0.0,0.0,153.0,563.0,desktop,,2018-04-29 01:46:50,1,Sunday
3325720,0,8347592,107.95,W,7919,194.0,150.0,mastercard,166.0,debit,330.0,87.0,0.0,,,,1.0,2.0,0.0,0.0,1.0,15.0,1.0,339.0,339.0,,25.0,562.0,T,T,T,,,T,,,,,,,,,2018-03-07 14:46:32,14,Wednesday
3259296,0,6619712,54.0,W,8406,264.0,150.0,visa,226.0,debit,272.0,87.0,,,gmail.com,,1.0,2.0,0.0,0.0,0.0,13.0,1.0,354.0,354.0,354.0,167.0,354.0,,,,M0,F,T,,,,,,,,,2018-02-15 14:48:32,14,Thursday
3367056,0,9503356,107.0,W,9500,321.0,150.0,visa,226.0,debit,272.0,87.0,11.0,,bellsouth.net,,2.0,1.0,0.0,0.0,0.0,70.0,2.0,108.0,108.0,478.0,570.0,570.0,T,T,T,M1,F,T,,,,,,,,,2018-03-20 23:49:16,23,Tuesday
3471642,0,12609643,412.0,W,12544,321.0,150.0,visa,226.0,debit,494.0,87.0,2.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,T,T,T,M0,F,F,,,,,,,,,2018-04-25 22:40:43,22,Wednesday
3023173,0,876678,50.0,H,10486,514.0,150.0,mastercard,219.0,credit,143.0,87.0,,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,175841.0,0.0,0.0,548.0,146.0,desktop,Windows,2017-12-11 03:31:18,3,Monday
3441346,0,11627963,47.95,W,17188,321.0,150.0,visa,226.0,debit,310.0,87.0,,,gmail.com,,7.0,4.0,0.0,0.0,6.0,80.0,6.0,50.0,50.0,2.0,301.0,472.0,T,T,F,,,F,,,,,,,,,2018-04-14 13:59:23,13,Saturday
3114496,0,2526648,82.95,W,10447,490.0,150.0,visa,226.0,debit,315.0,87.0,,,,,4.0,6.0,0.0,0.0,2.0,23.0,4.0,508.0,501.0,,212.0,508.0,,,,,,T,,,,,,,,,2017-12-30 05:50:48,5,Saturday
3367506,0,9510862,108.95,W,10785,555.0,150.0,visa,226.0,debit,485.0,87.0,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0.0,0.0,T,T,F,,,T,,,,,,,,,2018-03-21 01:54:22,1,Wednesday
3227085,0,5680643,117.0,W,13155,329.0,150.0,visa,226.0,debit,472.0,87.0,4.0,,gmail.com,,2.0,3.0,0.0,0.0,0.0,6.0,2.0,44.0,44.0,44.0,44.0,44.0,T,T,T,M1,T,F,,,,,,,,,2018-02-04 17:57:23,17,Sunday
3384017,0,10003484,49.0,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,11.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,15.0,1.0,344.0,344.0,344.0,344.0,344.0,T,T,T,M0,T,F,,,,,,,,,2018-03-26 18:44:44,18,Monday
3504951,0,13565529,49.0,W,13307,428.0,150.0,visa,166.0,debit,264.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,,,,M0,T,F,,,,,,,,,2018-05-07 00:12:09,0,Monday
3091531,0,2074037,425.99,W,6697,111.0,150.0,visa,195.0,debit,420.0,87.0,0.0,,aol.com,,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,,60.0,60.0,0.0,T,T,F,M0,F,,,,,,,,,,2017-12-25 00:07:17,0,Monday
3223194,0,5592035,150.0,R,2601,336.0,150.0,visa,226.0,debit,299.0,87.0,,,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-15.0,101868.0,,,,,desktop,Trident/7.0,2018-02-03 17:20:35,17,Saturday
3353158,0,9084362,58.004,C,5812,408.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,2.0,10.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,451.0,0.0,0.0,,,,M0,,,-5.0,255897.0,0.0,0.0,254.0,507.0,desktop,Windows,2018-03-16 03:26:02,3,Friday
3042287,0,1286671,44.0,W,7753,555.0,150.0,visa,166.0,debit,485.0,87.0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,,15.0,15.0,,,,M1,F,T,,,,,,,,,2017-12-15 21:24:31,21,Friday
3512900,0,13820802,117.0,W,18370,,,,,,191.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,T,T,,,,,,,,,2018-05-09 23:06:42,23,Wednesday
3272077,0,6991405,54.5,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,,,aol.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M0,F,T,,,,,,,,,2018-02-19 22:03:25,22,Monday
3366770,0,9498950,57.95,W,10112,360.0,150.0,visa,166.0,debit,272.0,87.0,113.0,,yahoo.com,,6.0,8.0,0.0,0.0,1.0,19.0,4.0,90.0,90.0,90.0,26.0,90.0,T,T,T,,,T,,,,,,,,,2018-03-20 22:35:50,22,Tuesday
3513635,0,13837422,161.0,W,1684,514.0,150.0,mastercard,224.0,credit,299.0,87.0,3.0,,gmail.com,,105.0,64.0,0.0,0.0,28.0,167.0,65.0,65.0,65.0,213.0,213.0,213.0,T,T,T,M0,T,T,,,,,,,,,2018-05-10 03:43:42,3,Thursday
3338659,0,8687809,67.95,W,5173,111.0,150.0,mastercard,102.0,credit,325.0,87.0,23.0,,anonymous.com,,1.0,1.0,0.0,0.0,1.0,12.0,1.0,582.0,582.0,582.0,582.0,582.0,T,T,T,,,F,,,,,,,,,2018-03-11 13:16:49,13,Sunday
3409423,0,10697437,45.0,W,15497,490.0,150.0,visa,226.0,debit,420.0,87.0,1.0,,gmail.com,,4.0,5.0,0.0,0.0,1.0,35.0,4.0,609.0,609.0,610.0,47.0,610.0,T,F,F,M1,T,F,,,,,,,,,2018-04-03 19:30:37,19,Tuesday
3520064,0,14052199,49.0,W,5982,555.0,150.0,visa,226.0,debit,325.0,87.0,60.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,T,T,T,M0,F,,,,,,,,,,2018-05-12 15:23:19,15,Saturday
3348914,0,8975925,319.95,W,2803,100.0,150.0,visa,226.0,debit,337.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,,,T,,,,,,,,,2018-03-14 21:18:45,21,Wednesday
3389824,0,10172062,311.95,W,12686,215.0,150.0,visa,226.0,debit,315.0,87.0,,,gmail.com,,2.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,,18.0,0.0,18.0,T,T,T,,,T,,,,,,,,,2018-03-28 17:34:22,17,Wednesday
3030035,0,1034195,117.0,W,7815,161.0,150.0,mastercard,117.0,debit,123.0,87.0,0.0,,,,3.0,3.0,0.0,0.0,2.0,11.0,2.0,277.0,277.0,,389.0,389.0,T,T,T,M1,T,T,,,,,,,,,2017-12-12 23:16:35,23,Tuesday
3192697,0,4731135,77.95,W,14349,170.0,150.0,mastercard,195.0,credit,264.0,87.0,37.0,,gmail.com,,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,0.0,T,T,T,,,T,,,,,,,,,2018-01-24 18:12:15,18,Wednesday
3393745,0,10271463,150.0,R,14428,321.0,150.0,visa,226.0,debit,299.0,87.0,,,aol.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,143714.0,0.0,0.0,410.0,222.0,desktop,Windows,2018-03-29 21:11:03,21,Thursday
3351379,1,9051997,92.0,W,12598,111.0,150.0,visa,166.0,debit,126.0,87.0,1053.0,,hotmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,T,F,F,M0,F,T,,,,,,,,,2018-03-15 18:26:37,18,Thursday
3189773,0,4643944,209.95,W,15377,555.0,150.0,visa,226.0,debit,264.0,87.0,,,,,2.0,3.0,0.0,0.0,4.0,14.0,2.0,286.0,264.0,,434.0,434.0,,,,,,F,,,,,,,,,2018-01-23 17:59:04,17,Tuesday
3291484,0,7533640,335.0,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,3.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,2.0,1.0,196.0,196.0,0.0,196.0,0.0,T,T,T,M0,F,F,,,,,,,,,2018-02-26 04:40:40,4,Monday
3558928,0,15190559,151.0,W,9500,321.0,150.0,visa,226.0,debit,126.0,87.0,40.0,,,,2.0,1.0,0.0,0.0,0.0,36.0,1.0,479.0,479.0,,479.0,479.0,T,T,T,M0,T,T,,,,,,,,,2018-05-25 19:35:59,19,Friday
3367448,0,9510014,44.5,W,2157,111.0,150.0,visa,226.0,debit,512.0,87.0,,,gmail.com,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,T,F,F,M0,T,T,,,,,,,,,2018-03-21 01:40:14,1,Wednesday
3123952,1,2758866,21.279,C,1487,408.0,185.0,mastercard,224.0,debit,,,,,outlook.com,outlook.com,25.0,23.0,0.0,10.0,0.0,6.0,4.0,0.0,,0.0,0.0,190.0,,,,M2,,,-100.0,195642.0,0.0,-27.0,345.0,561.0,mobile,,2018-01-01 22:21:06,22,Monday
3372023,0,9655950,59.0,W,5938,111.0,150.0,visa,162.0,credit,325.0,87.0,4.0,,optonline.net,,3.0,1.0,0.0,0.0,0.0,11.0,3.0,107.0,107.0,351.0,351.0,351.0,T,T,T,M0,F,F,,,,,,,,,2018-03-22 18:12:30,18,Thursday
3244249,0,6176219,159.95,W,17269,596.0,150.0,mastercard,229.0,debit,269.0,87.0,,,gmail.com,,3.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,,36.0,36.0,36.0,,,,,,F,,,,,,,,,2018-02-10 11:36:59,11,Saturday
3553096,0,15011004,40.085,C,1085,500.0,185.0,mastercard,219.0,credit,,,,80.0,anonymous.com,anonymous.com,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,M2,,,-10.0,481478.0,0.0,-6.0,417.0,563.0,mobile,Blade A510 Build/MRA58K,2018-05-23 17:43:24,17,Wednesday
3486880,0,13109699,67.95,W,15063,514.0,150.0,visa,226.0,credit,181.0,87.0,,,gmail.com,,1.0,2.0,0.0,0.0,1.0,2.0,1.0,26.0,26.0,0.0,0.0,26.0,T,T,T,,,F,,,,,,,,,2018-05-01 17:34:59,17,Tuesday
3472349,0,12628585,108.95,W,15757,322.0,150.0,visa,195.0,debit,310.0,87.0,8.0,,,,3.0,2.0,0.0,0.0,1.0,5.0,3.0,145.0,51.0,,145.0,145.0,T,T,T,,,F,,,,,,,,,2018-04-26 03:56:25,3,Thursday
3497614,0,13371732,59.513,C,5030,555.0,102.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M2,,,-10.0,296418.0,0.0,0.0,100.0,549.0,desktop,Windows,2018-05-04 18:22:12,18,Friday
3161260,0,3782271,59.0,W,17746,,150.0,discover,100.0,debit,433.0,87.0,3.0,,gmail.com,,2.0,4.0,0.0,0.0,0.0,12.0,2.0,175.0,175.0,0.0,0.0,175.0,T,T,T,M0,F,T,,,,,,,,,2018-01-13 18:37:51,18,Saturday
3516167,0,13915041,117.0,W,4967,290.0,150.0,visa,226.0,debit,203.0,87.0,0.0,,,,1.0,2.0,0.0,0.0,0.0,6.0,1.0,125.0,125.0,,124.0,630.0,T,T,T,M0,,T,,,,,,,,,2018-05-11 01:17:21,1,Friday
3472949,0,12666980,59.0,W,7861,494.0,150.0,visa,226.0,credit,225.0,87.0,1.0,,,,3.0,1.0,0.0,0.0,0.0,26.0,2.0,209.0,209.0,,210.0,210.0,T,T,T,M0,T,F,,,,,,,,,2018-04-26 14:36:20,14,Thursday
3032888,0,1103206,100.0,H,2318,264.0,150.0,visa,226.0,credit,177.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,43701.0,0.0,0.0,307.0,521.0,desktop,Windows,2017-12-13 18:26:46,18,Wednesday
3365997,0,9486918,29.0,W,1222,455.0,150.0,visa,166.0,debit,330.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,F,F,,,,,,,,,2018-03-20 19:15:18,19,Tuesday
3031157,0,1050446,107.95,W,14280,555.0,150.0,visa,226.0,debit,315.0,87.0,,,yahoo.com,,1.0,3.0,0.0,0.0,1.0,17.0,1.0,477.0,477.0,477.0,92.0,477.0,,,,,,F,,,,,,,,,2017-12-13 03:47:26,3,Wednesday
3190164,0,4650467,107.95,W,7716,555.0,150.0,visa,226.0,debit,123.0,87.0,8.0,,,,2.0,3.0,0.0,0.0,1.0,5.0,2.0,468.0,468.0,,70.0,468.0,T,T,T,,,F,,,,,,,,,2018-01-23 19:47:47,19,Tuesday
3303182,0,7866589,117.0,W,2803,100.0,150.0,visa,226.0,debit,181.0,87.0,,,gmail.com,,3.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,,234.0,0.0,234.0,T,F,F,M0,F,F,,,,,,,,,2018-03-02 01:09:49,1,Friday
3377089,0,9778471,67.95,W,16070,111.0,150.0,visa,166.0,debit,191.0,87.0,169.0,,gmail.com,,100.0,89.0,0.0,0.0,170.0,622.0,89.0,160.0,160.0,159.0,412.0,412.0,T,F,F,,,F,,,,,,,,,2018-03-24 04:14:31,4,Saturday
3312625,0,8028145,236.95,W,6530,206.0,150.0,mastercard,126.0,debit,315.0,87.0,2.0,,yahoo.com,,2.0,1.0,0.0,0.0,2.0,5.0,2.0,32.0,32.0,89.0,89.0,89.0,T,T,T,,,F,,,,,,,,,2018-03-03 22:02:25,22,Saturday
3485790,0,13080332,107.95,W,18132,567.0,150.0,mastercard,117.0,debit,204.0,87.0,10.0,,gmail.com,,2.0,5.0,0.0,0.0,1.0,14.0,2.0,260.0,260.0,441.0,452.0,452.0,T,T,T,,,F,,,,,,,,,2018-05-01 09:25:32,9,Tuesday
3205087,0,5091443,117.0,W,3178,490.0,150.0,visa,226.0,debit,269.0,87.0,,,,,2.0,3.0,0.0,0.0,0.0,13.0,2.0,49.0,49.0,,15.0,15.0,,,,M0,F,F,,,,,,,,,2018-01-28 22:17:23,22,Sunday
3111821,0,2478372,117.0,W,13052,254.0,150.0,visa,226.0,debit,325.0,87.0,4.0,,aol.com,,2.0,1.0,0.0,0.0,1.0,16.0,2.0,274.0,274.0,0.0,342.0,342.0,T,T,T,M0,F,T,,,,,,,,,2017-12-29 16:26:12,16,Friday
3043875,0,1307762,100.0,R,6019,583.0,150.0,visa,226.0,credit,264.0,87.0,,,gmail.com,yahoo.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,-5.0,173616.0,23.0,-4.0,544.0,214.0,mobile,iOS Device,2017-12-16 03:16:02,3,Saturday
3202008,0,5001412,24.5,W,10057,225.0,150.0,mastercard,224.0,debit,181.0,87.0,,,netzero.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,M0,T,F,,,,,,,,,2018-01-27 21:16:52,21,Saturday
3218765,0,5500757,201.0,W,15815,227.0,150.0,visa,226.0,debit,324.0,87.0,11.0,,aol.com,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,T,T,T,M0,T,T,,,,,,,,,2018-02-02 15:59:17,15,Friday
3058670,1,1612872,100.0,S,11331,399.0,150.0,american express,146.0,credit,330.0,87.0,,,,,2.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,,,,,,,,,,0.0,307035.0,0.0,0.0,214.0,533.0,desktop,,2017-12-19 16:01:12,16,Tuesday
